Negotiation_ID,Product_Name,Listed_Price,Offered_Price,Final_Price,Discount_%,Buyer_Message,Seller_Message,Sentiment,Outcome
NEG0514,Kurta,2984.0,2667.0,2667.0,10.62,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0515,T-shirt,4261.0,3385.0,3594.0,15.65,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Neutral,Rejected
NEG0516,Cleaning Service,7991.0,6947.0,7152.0,10.5,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Rejected
NEG0517,Sofa,4862.0,3429.0,3429.0,29.47,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Negative,Accepted
NEG0518,Tutoring,4980.0,2528.0,2528.0,49.24,Is there any discount if I buy more?,This is the best price I can offer.,Positive,Accepted
NEG0519,Belt,8416.0,6243.0,8407.0,0.11,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0520,Sunglasses,4962.0,3712.0,3712.0,25.19,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Accepted
NEG0521,Cupboard,7005.0,4860.0,4860.0,30.62,Can you make it a round number?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0522,Saree,618.0,585.0,585.0,5.34,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0523,Plumbing,8715.0,7182.0,7182.0,17.59,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Negative,Accepted
NEG0524,Kurta,7225.0,6615.0,6669.0,7.7,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Rejected
NEG0525,Bed,5184.0,4847.0,4930.0,4.9,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0526,Bag,7738.0,4327.0,4327.0,44.08,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0527,Jeans,4081.0,2525.0,2525.0,38.13,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0528,Sunglasses,3665.0,2129.0,3510.0,4.23,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Pending
NEG0529,Watch,8342.0,6991.0,7946.0,4.75,Can you make it a round number?,"Okay deal, I’ll accept that price.",Positive,Accepted
NEG0530,T-shirt,1422.0,1278.0,1280.0,9.99,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Positive,Rejected
NEG0531,Cleaning Service,9386.0,6392.0,6392.0,31.9,Can you please lower the price a bit?,This is the best price I can offer.,Neutral,Accepted
NEG0532,T-shirt,3658.0,2609.0,2609.0,28.68,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0533,Belt,7847.0,5761.0,6369.0,18.84,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Pending
NEG0534,Bag,9539.0,5176.0,5176.0,45.74,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Accepted
NEG0535,Belt,3776.0,2691.0,3067.0,18.78,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Pending
NEG0536,Bed,4640.0,3007.0,4308.0,7.16,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0537,T-shirt,6668.0,4883.0,4883.0,26.77,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0538,Chair,5273.0,4926.0,5090.0,3.47,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Rejected
NEG0539,Bed,2092.0,1543.0,1543.0,26.24,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0540,Saree,8265.0,5882.0,5985.0,27.59,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0541,Catering,3163.0,2739.0,2864.0,9.45,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0542,Jacket,7012.0,4092.0,4092.0,41.64,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Positive,Accepted
NEG0543,Belt,4251.0,2722.0,2722.0,35.97,Is there any discount if I buy more?,This is the best price I can offer.,Neutral,Accepted
NEG0544,Kurta,6216.0,5078.0,5538.0,10.91,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Accepted
NEG0545,Cleaning Service,2190.0,1424.0,2077.0,5.16,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0546,Sunglasses,5875.0,5029.0,5029.0,14.4,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0547,T-shirt,2753.0,2499.0,2739.0,0.51,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Negative,Accepted
NEG0548,Sofa,1243.0,1156.0,1156.0,7.0,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0549,Table,7443.0,5418.0,5418.0,27.21,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Accepted
NEG0550,Bed,8659.0,6121.0,7829.0,9.59,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Pending
NEG0551,Chair,6738.0,6173.0,6558.0,2.67,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0552,T-shirt,9887.0,5912.0,5912.0,40.2,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Positive,Accepted
NEG0553,Home Painting,9551.0,7144.0,7727.0,19.1,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0554,Watch,4673.0,3486.0,3963.0,15.19,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Positive,Pending
NEG0555,Chair,7936.0,5979.0,6937.0,12.59,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Accepted
NEG0556,Table,2517.0,1482.0,1482.0,41.12,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Accepted
NEG0557,Bed,4588.0,3901.0,3901.0,14.97,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Accepted
NEG0558,Jeans,9291.0,8560.0,8787.0,5.42,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Rejected
NEG0559,Cleaning Service,7508.0,6856.0,7466.0,0.56,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Positive,Pending
NEG0560,Tutoring,3729.0,3410.0,3410.0,8.55,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0561,Sofa,3947.0,3614.0,3811.0,3.45,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Pending
NEG0562,Cleaning Service,1020.0,523.0,523.0,48.73,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0563,Saree,2274.0,1633.0,1633.0,28.19,Can you make it a round number?,"Alright, let’s meet halfway.",Neutral,Accepted
NEG0564,Jeans,5990.0,3058.0,5617.0,6.23,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Pending
NEG0565,Jeans,8685.0,4905.0,7582.0,12.7,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Negative,Rejected
NEG0566,Home Painting,4917.0,3535.0,3923.0,20.22,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0567,Saree,9436.0,8058.0,9182.0,2.69,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Rejected
NEG0568,Cupboard,2908.0,2469.0,2469.0,15.1,Can you make it a round number?,This is the best price I can offer.,Neutral,Accepted
NEG0569,Bag,9458.0,8836.0,9129.0,3.48,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Neutral,Accepted
NEG0570,Jeans,4150.0,2084.0,3580.0,13.73,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0571,Table,8825.0,8274.0,8647.0,2.02,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0572,Belt,4263.0,2951.0,3468.0,18.65,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0573,Kurta,950.0,499.0,659.0,30.63,Can you make it a round number?,"Alright, let’s meet halfway.",Positive,Rejected
NEG0574,Chair,9789.0,6367.0,8557.0,12.59,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0575,Jacket,7571.0,6835.0,7518.0,0.7,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Positive,Accepted
NEG0576,Watch,8616.0,7660.0,7660.0,11.1,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Accepted
NEG0577,Jacket,4803.0,4521.0,4675.0,2.67,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0578,Jacket,6503.0,5081.0,5081.0,21.87,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Positive,Accepted
NEG0579,Plumbing,8604.0,7849.0,8597.0,0.08,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Positive,Pending
NEG0580,Jeans,3165.0,1806.0,2729.0,13.78,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0581,Belt,9147.0,6423.0,6423.0,29.78,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Accepted
NEG0582,Cleaning Service,635.0,330.0,383.0,39.69,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Rejected
NEG0583,Kurta,1555.0,801.0,1128.0,27.46,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Positive,Rejected
NEG0584,Table,7155.0,5389.0,5389.0,24.68,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0585,Belt,9311.0,4683.0,5147.0,44.72,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0586,Plumbing,6707.0,3366.0,3366.0,49.81,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0587,Belt,2935.0,2487.0,2487.0,15.26,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0588,Chair,6845.0,6378.0,6579.0,3.89,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Accepted
NEG0589,Watch,886.0,644.0,644.0,27.31,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0590,Catering,4063.0,3635.0,3635.0,10.53,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0591,Table,4657.0,2656.0,3394.0,27.12,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0592,Tutoring,6428.0,3621.0,5185.0,19.34,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0593,Shoes,4161.0,2525.0,3960.0,4.83,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Positive,Accepted
NEG0594,Bag,5609.0,4447.0,4941.0,11.91,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Accepted
NEG0595,Saree,7692.0,6023.0,6023.0,21.7,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0596,Catering,5924.0,3015.0,5750.0,2.94,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0597,Jeans,6495.0,5121.0,6483.0,0.18,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Neutral,Accepted
NEG0598,Watch,5526.0,2771.0,2771.0,49.86,Can you make it a round number?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0599,Sofa,7024.0,5857.0,5857.0,16.61,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Positive,Accepted
NEG0600,Jacket,757.0,699.0,699.0,7.66,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0601,Bed,1243.0,780.0,780.0,37.25,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Accepted
NEG0602,Home Painting,5409.0,3170.0,4751.0,12.16,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Positive,Accepted
NEG0603,Shoes,1441.0,1207.0,1207.0,16.24,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0604,Shoes,6668.0,5909.0,6087.0,8.71,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0605,Bed,7425.0,5407.0,6367.0,14.25,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0606,Belt,2919.0,1565.0,1565.0,46.39,Is there any discount if I buy more?,This is the best price I can offer.,Positive,Accepted
NEG0607,Watch,1495.0,1323.0,1323.0,11.51,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0608,Home Painting,5833.0,3249.0,3305.0,43.34,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Negative,Pending
NEG0609,Chair,3235.0,2757.0,3069.0,5.13,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Positive,Pending
NEG0610,Watch,9428.0,6099.0,6099.0,35.31,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Accepted
NEG0611,Table,6671.0,4280.0,4280.0,35.84,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Negative,Accepted
NEG0612,Cupboard,3556.0,3207.0,3408.0,4.16,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0613,Sunglasses,4635.0,3016.0,3016.0,34.93,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Positive,Accepted
NEG0614,Cleaning Service,5014.0,3965.0,4343.0,13.38,Can you make it a round number?,"Price firm, can’t reduce further.",Negative,Accepted
NEG0615,Watch,1801.0,1289.0,1452.0,19.38,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0616,Chair,854.0,525.0,525.0,38.52,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0617,Catering,994.0,553.0,553.0,44.37,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0618,Belt,1461.0,1226.0,1354.0,7.32,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Neutral,Accepted
NEG0619,Catering,9297.0,8039.0,8797.0,5.38,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0620,Catering,6098.0,4151.0,4614.0,24.34,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Pending
NEG0621,Cupboard,8708.0,7480.0,8507.0,2.31,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0622,Kurta,1810.0,1464.0,1464.0,19.12,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0623,Jacket,8436.0,5788.0,5788.0,31.39,Can you make it a round number?,This is the best price I can offer.,Neutral,Accepted
NEG0624,Saree,5517.0,2890.0,2890.0,47.62,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0625,Jacket,8184.0,6291.0,6291.0,23.13,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Neutral,Accepted
NEG0626,Bed,8291.0,4420.0,7775.0,6.22,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0627,Plumbing,1883.0,1704.0,1858.0,1.33,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Positive,Accepted
NEG0628,Cupboard,7801.0,7230.0,7443.0,4.59,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Negative,Rejected
NEG0629,Sofa,7917.0,4056.0,4056.0,48.77,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0630,Saree,7081.0,3904.0,4428.0,37.47,Can you make it a round number?,This is the best price I can offer.,Neutral,Pending
NEG0631,Jeans,6881.0,3531.0,4264.0,38.03,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Pending
NEG0632,Cleaning Service,5539.0,2990.0,5416.0,2.22,Can you make it a round number?,This is the best price I can offer.,Negative,Pending
NEG0633,Table,2996.0,2777.0,2797.0,6.64,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0634,Plumbing,6914.0,5591.0,5591.0,19.14,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0635,Saree,8034.0,5334.0,5334.0,33.61,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0636,Sofa,2903.0,1910.0,2445.0,15.78,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Positive,Accepted
NEG0637,Watch,9344.0,5949.0,6420.0,31.29,Can you make it a round number?,"Alright, let’s meet halfway.",Positive,Rejected
NEG0638,Saree,8535.0,7350.0,7350.0,13.88,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Neutral,Accepted
NEG0639,Shoes,5657.0,5198.0,5446.0,3.73,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Pending
NEG0640,Table,1110.0,907.0,1025.0,7.66,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0641,Bag,5279.0,3610.0,4679.0,11.37,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Accepted
NEG0642,Shoes,3521.0,2946.0,3075.0,12.67,Can you make it a round number?,"Price firm, can’t reduce further.",Positive,Pending
NEG0643,Chair,4869.0,3746.0,4751.0,2.42,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Rejected
NEG0644,Bag,5815.0,4363.0,4363.0,24.97,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Negative,Accepted
NEG0645,Catering,613.0,428.0,428.0,30.18,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0646,Jacket,9217.0,7137.0,8191.0,11.13,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Accepted
NEG0647,Catering,8819.0,7349.0,8455.0,4.13,Is there any discount if I buy more?,This is the best price I can offer.,Neutral,Rejected
NEG0648,Saree,1802.0,1282.0,1506.0,16.43,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Pending
NEG0649,Chair,7060.0,4473.0,4473.0,36.64,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0650,Bag,4216.0,2524.0,2791.0,33.8,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Rejected
NEG0651,Shoes,2004.0,1762.0,1762.0,12.08,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Accepted
NEG0652,Shoes,3962.0,2163.0,3364.0,15.09,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Rejected
NEG0653,Jeans,8997.0,5992.0,8894.0,1.14,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Positive,Rejected
NEG0654,Jacket,3981.0,2315.0,2315.0,41.85,Can you make it a round number?,"Sorry, the price is already discounted.",Neutral,Accepted
NEG0655,Belt,6155.0,3551.0,3551.0,42.31,Can you please lower the price a bit?,This is the best price I can offer.,Positive,Accepted
NEG0656,Jacket,6831.0,6092.0,6401.0,6.29,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0657,Home Painting,9836.0,5177.0,7562.0,23.12,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0658,Sunglasses,9465.0,6794.0,8309.0,12.21,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Positive,Accepted
NEG0659,Plumbing,7700.0,4884.0,4884.0,36.57,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0660,Bed,2694.0,2121.0,2575.0,4.42,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Positive,Pending
NEG0661,Kurta,9053.0,4786.0,8005.0,11.58,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Accepted
NEG0662,Cupboard,6620.0,5580.0,6347.0,4.12,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0663,Belt,6178.0,4229.0,4330.0,29.91,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Pending
NEG0664,Plumbing,803.0,559.0,559.0,30.39,Can you make it a round number?,"Okay deal, I’ll accept that price.",Negative,Accepted
NEG0665,Kurta,3682.0,1936.0,1936.0,47.42,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Positive,Accepted
NEG0666,Saree,7289.0,3792.0,3792.0,47.98,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Positive,Accepted
NEG0667,Jacket,7910.0,5401.0,6747.0,14.7,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0668,Plumbing,961.0,551.0,788.0,18.0,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0669,Home Painting,6995.0,4959.0,5241.0,25.08,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0670,Cleaning Service,9273.0,7000.0,7000.0,24.51,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0671,Bed,4568.0,2926.0,3774.0,17.38,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0672,T-shirt,8639.0,7643.0,7804.0,9.67,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0673,Sofa,4897.0,3024.0,3024.0,38.25,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0674,Home Painting,639.0,320.0,391.0,38.81,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0675,Kurta,3944.0,2301.0,3535.0,10.37,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Rejected
NEG0676,Bag,1275.0,1032.0,1121.0,12.08,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Negative,Pending
NEG0677,Chair,1203.0,902.0,902.0,25.02,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0678,Tutoring,9321.0,8127.0,9110.0,2.26,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0679,Belt,2171.0,2001.0,2001.0,7.83,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Accepted
NEG0680,Home Painting,6695.0,5682.0,5696.0,14.92,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Rejected
NEG0681,Jeans,598.0,328.0,481.0,19.57,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Neutral,Rejected
NEG0682,Plumbing,3015.0,2491.0,2570.0,14.76,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0683,Jeans,2104.0,1072.0,1099.0,47.77,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0684,Bed,8413.0,4382.0,5631.0,33.07,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Accepted
NEG0685,Sofa,4600.0,3684.0,3818.0,17.0,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0686,Catering,2109.0,1456.0,1768.0,16.17,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Positive,Rejected
NEG0687,Chair,2286.0,1718.0,2236.0,2.19,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Rejected
NEG0688,Chair,1793.0,1203.0,1203.0,32.91,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Negative,Accepted
NEG0689,Sofa,7582.0,6117.0,6117.0,19.32,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0690,Catering,652.0,445.0,445.0,31.75,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Accepted
NEG0691,Cleaning Service,5006.0,4206.0,4206.0,15.98,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Accepted
NEG0692,Sofa,6801.0,6147.0,6539.0,3.85,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Rejected
NEG0693,Shoes,9481.0,5069.0,7126.0,24.84,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Pending
NEG0694,T-shirt,7400.0,6141.0,6141.0,17.01,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Accepted
NEG0695,Sunglasses,1775.0,1284.0,1284.0,27.66,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Accepted
NEG0696,Kurta,4560.0,3637.0,3637.0,20.24,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0697,Belt,619.0,467.0,467.0,24.56,Can you make it a round number?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0698,Shoes,1238.0,796.0,901.0,27.22,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Positive,Accepted
NEG0699,Bag,8159.0,4739.0,6727.0,17.55,"Your price seems high, can we settle in between?","Price firm, can’t reduce further.",Negative,Accepted
NEG0700,Home Painting,2148.0,1639.0,1812.0,15.64,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Accepted
NEG0701,Belt,5833.0,4026.0,4202.0,27.96,Is there any discount if I buy more?,This is the best price I can offer.,Neutral,Accepted
NEG0702,Tutoring,6403.0,5732.0,5732.0,10.48,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Accepted
NEG0703,Sunglasses,7213.0,5463.0,5463.0,24.26,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0704,Home Painting,1388.0,848.0,848.0,38.9,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Accepted
NEG0705,Belt,6214.0,4341.0,4341.0,30.14,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Positive,Accepted
NEG0706,Chair,7948.0,4774.0,5262.0,33.79,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Positive,Rejected
NEG0707,Plumbing,7578.0,6420.0,7365.0,2.81,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Accepted
NEG0708,Cupboard,2181.0,1268.0,1349.0,38.15,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Rejected
NEG0709,Sunglasses,8958.0,6005.0,6005.0,32.96,Can you make it a round number?,"Sorry, the price is already discounted.",Neutral,Accepted
NEG0710,Cleaning Service,2287.0,1810.0,1810.0,20.86,Can you make it a round number?,"Alright, let’s meet halfway.",Positive,Accepted
NEG0711,Plumbing,9367.0,4908.0,4908.0,47.6,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Positive,Accepted
NEG0712,Cupboard,5004.0,3016.0,3016.0,39.73,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Accepted
NEG0713,Saree,2737.0,1651.0,1651.0,39.68,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Accepted
NEG0714,Tutoring,4024.0,2809.0,2809.0,30.19,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0715,Table,8879.0,5612.0,6545.0,26.29,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Pending
NEG0716,Bed,1889.0,1218.0,1218.0,35.52,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0717,Bed,2895.0,2603.0,2616.0,9.64,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Rejected
NEG0718,Sunglasses,3940.0,3580.0,3776.0,4.16,Can you make it a round number?,"Okay deal, I’ll accept that price.",Positive,Pending
